raw,human_rate
Bueno esta buena pero es un poco corta tengan eso en cuenta,n
"Bueno Muy lindo,es para armar una vez, por el tema de los sticker , no creo que se puedan volver a pegar. Eficiencia en la entrega",b
Bueno es de lycra nada de otro mundo,n
"Buena La calza esta buena, aunque podría estar un poco mas económica por la calidad.",n
"Regular Es bueno, pero no me deja actualizar el firmware, las aplicaciones nuevas no las corre, hay que buscar alternativas en internet para ver Netflix y YouTube. Los que trae te pide actualizar y cuando lo haces no funciona porque no es compatible con esa versión..",m
"Regular Es pequeño, ideal para baños chicos y la altura no es la ideal para personas altas, las patas plásticas no me gustaron, deberían de ser regulables. La Bacha tampoco me gustó, la profundidad es NADA, incómodo para lavarse las manos",m
Buen producto Ayuda a que no se raye la pantalla de la mi band 4!!!,b
Recomendable Recibido en tiempo y forma.  El producto mejor embalado que en la oportunidad anterior.  Atte.,b
Bueno Bueno puntaje 6. sin mas que decir,n
"DUDAS Es diferente a otro que compre anteriormente, la tapa de aluminio no tiene la inscripcion y las capsulas son amariilas compactas, las que compre antes eran amarilla y blancas.",m
Bueno cumplieron en la entrega ..tal vez fue un error mio pero las macetas eran  muy pequeñas. Asi que como era para un souvenir tuve que completar con otra cosa mas.,m
"Bueno Es lo que esperaba, tal cual la descripción y llego en tiempo estipulado",b
Muy buenas Muy buena calidad y llegaron a tiempo ??,b
"Bueno bueno, me encanto muy buen material",b
Bueno El producto de buena calidad... la atención pésima,m
Es mentira lo de anti polvo Lo de blindada anti polvo no es así le entró polvillo y se rompió el colector y carbones,m
todo ok todo ok okokokokok     ok ok o k ok o k ok ok o k,n
"Bueno muy practico, las uso todos los días.",b
"Bueno El producto es bueno, el problema lo tuve con el vendedor, ya que a pesar de hacer las consultas en varias oportunidades respecto al stock antes de confirmar la compra, no me envió el color correcto, sino otro y al momento del reclamo me dijo que no tenian stock del color comprado.",m
"Poco confiable Sinceramente , vendedor impecable . Pero el aceite venia sin precinto de seguridad y envase muy mala calidad , incluso llame al vendedor , por si era seguro . Termine tirando el aceite y compre motul 7100 , no me arriesgo por 3000 pesos . Daba la sensacion de rellenado . No lo devolvi porque lo habia abierto . El vendedor , me parece deberia cuidar mas la calidad de lo que vende , es una pena , porque la empresa es muy conocida y de prestigio. Por eso aclaro , no es problema del vendedor , sino producto",m
Bueno Buena presentacion pero los cuchillos no cortan como esparaba,m
"Bueno fueron muy claros con la calidad del producto y el precio solicitado me pareció acorde, tiempo de entrega excelente",b
"Bueno Buen producto, no es igual en medidas exteriores pero funciona bien..",n
"Bueno Es muy linda. No me gusta mucho el hecho de que no siempre funciona cuando llora (no siempre cae agua a pesar de tener el depòsito lleno). Pero a la pequeña le gustó. El precio es excesivo para el producto, pero es lindo.",b
BATERIA YT9A Excelente vendedor sin dudas. Publica una bateria YTX9-BS pero luego te envia la YT9A ya que es la sucesora de la misma. Claro que de esto te enteras una vez con el producto en mano. Queda en uno creer o no en el vendedor ya que por internet no se encuentra ningun dato que avale eso. Gracias.-   Coloque 3 estrellas por que el producto es YUASA y dudo que dure igual a la YTX9 -BS.,n
linda tiene algún defecto pero linda.,b
"Un cuarto de los productos no estaba en condicione Pensé que las agujas eran de bamboo y buena calidad, algunas venían astilladas, no eran así como de mucha calidad, no eran todas de los dos pack la mitad de uno venía en las condiciones antes descriptas",m
"Muy bonito Estéticamente muy bonito, la forma de encastrar las fotos no me convence",n
Cumple con la compra Llevo más de dos semanas utilizandola y las primeras veces ya se mancho el fondo blanco. Para lavarla no sale tan sencillo los restos pegados. Cocina parejo y más rápido que la de teflón.,n
Bueno Hermoso muñeco mi nena feliz recomendable,b
Excelente producto buen producto todo bien con la entrega,b
"Bueno. Elnproducto es bueno, funciona muy bien y tiene fuerza. Es mas barato q un dremel y se nota en varias cuestiones.",b
"Aceptable Es acordé al precio(finito) el color es parecido a la foto , pero para una época de no mucho frío safa",b
"Bueno Quizás le falte un poco más de resistencia en las costuras, producto bueno, podría ser mejor.",b
"Buen producto.Entregado en tiempo y forma. cubiertas Brigestone, 195,55,15.",b
"Práctico Cómodo y muy certero, recomiendo este producto",b
"Frágiles Son bastante frágiles . La caja , estuche , etc están muy bien.",n
Aceptable Aceptable calidad precio ......,b
Bueno Bueno cumplió con lo q prometío,b
"No lo recomiendo Es demaciado basico, funciona bien para bicicletas pelotas y ciclomotores.  Tiene una tremenda falla que es el indicador de presion que tiene una escala demaciado alta en comparacion del aparatito , de modo tal que es inutil al momento de medir porque la presion de inflado hay que verla en las primeras lineas siendo entonces muy imprecisas.",m
"Excelente Muy bueno , anduvo muy bien ....",b
Bueno Es buena cámara en relación con su precio,b
"cumple Buen producto en comparación con su precio, cumple con su función si no se lo exije demasiado.",b
"Como si o como no El acero de la olla es muy delgado, haciendo que sea liviana pero también que se caliente de forma poco uniforme, si descuidas un toque el guiso se te puede pegar. Para hervir pasta supongo que va como piña, aunque el colador no encaja bien 100%. La terminación de los agujeros laterales del colador es mala, y hay que lavarlo muy a fondo y usarlo un par de veces para que deje de largar rebabas metálicas. La tapa también es muy delgada y tiende a deformarse.",m
Aceptable con la creatina Bastante dulce y eso que lo diluyo un solo scop en 400ml de agua.  Para mi gusto tiene mas carbohidratos que proteina pero sirve para la actividad fisica.  Conl bajo costo y con ayuda de creatina se ven resultados.,n
"Bueno más lento que uno de 240 o 480 gv Cumple su objetivo pero es más lento en velocidad de lectura escritura que uno de 240, 480, 960 Gb",b
"Bueno Excelente, no entra nada de agua, lo use en el mar.   La cagada que no �traía� la tira para colgar en el cuello.",n
Bueno Muy buen producto un poco engañoso los talles a tener en cuenta gracias,n
"Se mueve con el vienti. Luce bien pero no tiene una sujecion muy firme . Se mueve con el viento. El sistema de agarre de la camara pareciera especifica para un tipo de camara, yo tuve que atar las camaras dahua con un alambre.",m
Bueno No es tan luminosa como las viejas lámparas incandescentes,n
De 10 sin problemas tal cual fue el pedido todo or Son originales llegaron sin problemas,b
"Bueno no es de la mejor calidad y algo incómodo dado que el infante cuando se queda dormido se cae para adelante, dado el diseño del asiento. Pero dado el precio, cumple su función. Ni más ni menos",n
"Cumple con relacion precio / prestacion No es el teclado original y se nota en la resistencia al pulsado, pero cumple con la relacion precio prestacion.",n
"Bueno Todo bien, salvo q tardo mas dias, de lo acordado en llegar!!",n
Bueno La verdad  que una maravilla por lo baratas que son,b
"Todo bien Amplio, cómodo, los cierres no son de muy buena calidad, sin embargo todo lo demás esta bien.",n
Bueno Bien la cantidad de las cajas fueron bien .  hubo caja muy chiquitas. no tan gruesas como pensaba. pero bien . me re sirvieron .,b
Bueno Bien pero podría haber sido de mejor calidad la tela,n
Regular No es de la calidad que parece en las fotos,m
No funciona bien No tuve buen resultado. Se descarga en menos de 4 horas.,m
LA CAJA DECIA QUE CONTENIA LAS PILAS Y NO ESTABAN. El producto llego en tiempo. LA CAJA DECIA QUE CONTENIA LAS PILAS Y NO ESTABAN.,m
Bueno Está buena. El talle queda bien de ancho pero un poco corta desde los hombros a la cintura.,n
"Buena calidad Son algo chicos por el peso que dice,pero buena calidad",n
"voy a esperar llego a tiempo segun lo pactado, no puedo opinar hasta que en un tiempo compruebe si funciono o no",n
Muy buena Muy buena calidad me gustó   !!!,b
Recomendable Estan buenos por el precio......,b
Estoy evaluando Aun no puedo dar una conclusion sobre         sus beneficios...creo q necesitare mas ampollas  ...creo...le tengo fe,n
"Bueno No es buena calidad,esperaba algo mejor,los cierres son débiles",m
"Todo bien,  en tiempo y forma Todo bien,  en tiempo y forma.  El producto parece bueno.  Aun no los pude probar.",b
Bueno Regular. No está bien terminado.,m
"Bueno Los colores en su mayoria son hermosos, solo uno del pedido vino equivocado... la calidad esta linda....",b
Bueno Buena calidad. Cumple si función correctamente,b
"Muy bueno. Muy bueno, funciona perfecto, llego a tiempo.",b
"bueno El producto es bueno, nada mas que no me avisaron que las botas que me mandaban eran mas economica con lo que varia el precio de ventas(ya que salen la mitad de las pantaneiro) y no era lo que habiamos acordado ya que le pregunte si las botas eran de marca pantaneiro y me dijo que si.",n
"Pequeño Prestar atención al tamaño del producto, es muchooo más pequeño de lo que imagine",m
Bueno Buen producto. Es lo que dijeron y funciona bien.,b
"Esta bien por el precio Es ruidosa,  pero por el precio está bien",n
"Bueno bien, perfecto comportamiento, negro pleno, y del rendimiento todavía no puedo hablar pero tratandose de 3 unidades por este importe ya te digo que vale la pena.",b
Espero poder lograrlo . No me la está haciendo fac Estoy tratando de devolverla desde el 9 de julio xq me queda chica . Quiero una más grande Todavía no lo logré .,m
No las compraria nuevamente No son buenas como las originales,m
BUENO hola por el  momento el producto es bueno,b
FUNCIONO CORRECTAMENTE TODO PERFECTO!  LLEGO EN TIEMPO Y FORMA Y SIN INCONVENIENTES,b
"Cable UTP exterior delgado, Sin marcado los metros Cable Utp exterior, Vaina fina de pvc exterior, es de cobre hilos. No está marcado el metraje, es un problema para la instalación y cobrarlo exacto . LA calidad gral es media,  hay que tratarlo con cuidado , se retuerce facilmente",n
Bueno Teniendo en cuenta que solo la use una vez puedo decir q Buen producto no use los discos  de corte aún xq ya tenía   en general bueno,b
"Muy bueno Todavía no probé para comestible, solo para cosmética.",b
"ACEPTABLE LA botita es linda. pero es poco flexible. Lo cual le dá cierta dureza en los movimientos. Es de horma angosta y dependiendo del ancho del pié puede causar dolor. SI tu pie necesita un descanso, sugiero algo mas molludo,",n
"Bueno llego antes de lo acordado, muy buena atencion y buen producto",b
El producto es bueno El producto es bueno lo q le cambiaria es el sistema de union en la parte frontal colocandole broches como los de las mochilas ya que se me rompio la varilla de plástico transparente. Lo demás es muy comoda y muy práctica,n
"Aceptable No están marcados para cortar como dice la publicación, hay que cortarlos a ojo con tijera. Y el pegamento que le ponen en la etiqueta rompe la tela y te hace perder unos buenos centímetros.",n
Bueno Le damos 3 estrellas por no respetar el color del producto,n
Correcto Está bien. Cumple con su objetivo. Regular terminación a la vista.,n
Genial Muy buen Producto  Es lo que Buscabamos,b
"Bueno Tengo una netbook acer One 10 y no me funcionó, el pin eran mas grande que el de la netbook... No pude devolverlo ya que el cargador que necesitaba el vendedor no lo tenía.",m
Bueno ofrece las prestaciones acorde a su precio.,b
"Casi Es muy bajo el respaldo para una persona de 1,7m de altura",n
Ol Buen producto no es preciso pero safa lo ñ,n
Bueno Responde bien a los km recorridos. Es muy pronto para cerrarme en  un resultado. Es buen producto x el moment o,b
Bueno Hermosas. Pero me las hacía un poquito más grande.pero llegaron muy bien. Digno de recomendar,b
Es mas dificil que lo que pense hacer las puntilla El producto es aceptable. Considero que es muy dificil ponerlo en practica. Hemos hecho uno ensayos pero lleva mucho tiempo.,n
Buena Buena maquinita para trabajos sencillos normales rinde bien.,b
estoy conforme muy buen material.... me gusto... muy buena atencion del vendedor... es lo q esperaba,b
"Bueno Buen funcionamiento, la pinzas son de calidad mejorable. Carga rápida.",b
Aceptable Buena relación calidad producto.. El embalaje debería reforzarse en los extremos.. El envío llegó golpeado en una punta,n
Bueno Funciona bien. Buena relacion precio - calidad,b
bueno buen producto para mi bulldog.,b
perfecto muy buena relacion calidad precio,b
Muy útil!!! El producto me parece bueno. solo el mango me resulto corto. Hasta ahora no tengo problemas.,b
Bueno Muy bien logrado. Le quedo un poco corto de tiro nomas.,b
"bien el producto bueno, llevo todo lo arreglado solo con una salvedad, cuando compre compre con menos memoria, no queria gastar tanto y cuando lo pague no tenian mas ese producto publicado me ofrecieron otro, tuve que pagar esa diferencia (por suerte la tenia, sino no se) lo demás todo bien",n
Correcto Es lo que esperaba  por eso compré está marca,b
buen producto Se ve bien. Aunque para lectura tiene demasiado brillo. Esperaba mas de la marca...,n
"ya no me duelen tanto las articulaciones es agradable consumir, buen sabor",b
Correcto En tiempo y forma el producto. Algunos detalles de pintura en el muñeco. Igualmente funciona perfecto y mi sobrino contento,b
"No era lo que esperaba por el valor Para hacer Smart a una tv sirve. Se calienta mucho y se corta la imagen, cables cortos. Para utilizar los niños el PlayStore no es practico, se nota mucho mas cuando se calienta.",m
Buena el precio no es acorde a la calidad,n
"Bueno linda, fina. Buenas terminaciones.",b
"Bueno todo bien, entregaron el producto comprado",b
"Regular Regular, no funciono como esperaba",m
Muy bueno Muy bueno comodo estoy contento,b
"Buena Almohada Buena almohada, confortable y con suave aroma. La superficie multipuntual (semiesferas masajeadoras) nada que ver con la foto, son casi inexistentes y no se sienten para nada: esto es lo único malo del producto",n
Excelente  precio calidad Excelente producto para lo que lo utilizo,b
"buen producto buen producto didactico,buena calidad, llego en tiempo",b
"Bueno,bonito y barato xd Buen producto, unicos detalles en la correa principales en la parte superior necesitaría un refuerzo en las cocidas ya que no uso mucho peso y se están descociendo.",n
Bueno Por el precio esta bien. quedo bien en la habitación .,b
Buena Muy buena práctica y manuable,b
"Recomendable Buen producto, buen material , recomendable",b
"No es lo que parece En la foto parece tupido pero nada que ver, sale el doble que el comun que te cobrabran 200 y es el mismo!",m
"EXCELENTE CALIDAD PRECIO BUENA CALIDAD, ALGO PEQUEÑO PERO CUMPLE LA FUNCIÓN.  MATERIAL RÍGIDO, HIERRO FUNDIDO, PINTADO NEGRO ANTIOXIDO",b
"MASO NO MANTIENE EL CAFÉ CALIENTE, SÓLO ES LINDA, PARA PREPARAR EL CAFÉ EN UNA OFICINA Y TOMARLO RÁPIDO, PARA LA FAMILIA NO SIRVE , POR LO DEMÁS, FUNCIONA PERFECTO..................................................................................................................................................................................................................",n
Bueno esperaba otra cosa ... no tiene las luces por ejemplo,m
"Decepcionado Todo bien pero con lo que sale, deberia andar el tren, solo tiene sonido no corre sobre la via.",m
"Bueno Uso esta marca hace años, sin embargo percibo que la calidad ha decaído un poco.",n
Zafa Por lo q me costó zafa pero la tirita de abrojo q trae para agarrar el rifle vino mal pegada y se salió en el primer uso.,m
"Bueno Por el momento el producto cumple con su función, no tiene el mismo amperaje que original, pero de igual manera funciona",b
"Muy buena Satisface las necesidades. Las paletas no alcanzan el fondo del bol, hay masas que deben terminarse a mano",b
"Bueno Buen producto,.................",b
Bueno El pedido llego en el tiempo estipulado. Si bien la marca de termos era la que venia trabajando lamentablemente no trajo la goma espuma interna de aislamiento que si tenian los otros termos que yo ya tenia en mi poder.,n
Bueno pero faltaron unas piezas y nunca contestaro El producto es bueno pero vino incompleto (falta un tornillo y unas gomitas). Reclamé pero nunca me contestaron,m
Una merda Una merda pinchada en un palo ....,m
"Buen producto. Buena entrega en tiempo y forma. Bueno, buena entrega en tiempo y forma. Aún no lo instalé",b
Bueno Es incómodo el tema de la calibración,n
"Recomendable Es linda a la vista, buena relación calidad precio, lo único que mejoraría la forma de cerrar por fuera dónde va el cambiador ya que solo con el abrojo se abre por cualquier roce y cambiador es pequeño pero estaba dentro de los detalles, igual recomendable.",b
Bueno Bastante bueno llegó en tiempo,b
Conforme Linda calidad conforme muy rápido,b
eficiente Esta muy bueno es lo que esperaba. Buena calidad,b
Muy bueno Me gustó porque te deja helado pero no mucho y se penetra bien .,b
Bueno buen producto. funciona todo ok. es para niños.,b
"Aceptable Cumple con su función pero la calidad de materiales y construcción es muy económica. No es para uso profesional ni mucho menos. Pero usado con cuidado de no golpear o apretar, funciona.",b
"Bueno Las agujas son buenas y livianitas. La cartuchera la tela del forro como que no es muy fuerte. Todo lo que trae, está bien, aunque esperaba una tijera pequeña y no un corta hilachas. Hago la crítica porque el precio no es barato y asumo que las cosas que se colocan el kit deben ser muy buenas.",n
"Muy duras. La verdad verdad....no era lo que esperaba,no son comodisimas,son duras,nada que ver a la sensación que quería sentir,bueno por ahí la próxima.",m
Bueno Conforme! Gracias! Calidad media!,b
Buen producto con algunos detalles menores Me pareció lindo modelo diseño nada más q entra mucho aire x abajo y no es muy agradable y la vicera no cierra bien entra aire x el espacio q queda al nó cerrar la vicera. Y acá en posadas no consigo la vicera color negra o fumé. La quiero conseguir pero no hay,m
"muy bueno buen producto, buena calidad. Buen rendimiento",b
Muy bueno Exelente muy recomendable buen material,b
Tapa bordes Cubre todo pero el borde negro tapa bastante de la pantalla en los bordes,n
Buena El producto es acorde al precio,b
Bueno No lo pude usar porque me quedaron grandes y no me las cambiaron ¡¡¡¡ no puedo opinar nada,m
"recomendable todo bien, tal vez la manija deberia ser mas gruesa porque hay que hacer bastante fuerza, pero cumple lo que esperaba",n
Bueno Lo vendían como 4xl t es xxl. Además la tela es muy fina.,n
"Bueno Considerando que son puertas económicas, son aceptables",b
"Bueno El producto es excelente calidad. El unico problema es que tuve que hacer un viaje de 30 kilómetros para buscarlo, porque me lo mandaron a otra ciudad, pero fuera de ese trastorno, recomiendo el producto 100%.",m
"BUENO Algo chico ,pero viendo calidad presio ,esta bien.",n
la remera me gusta si me gusto como todo los productos q compre pero repito el cambio no me parece el correcto,n
"Regular Es lindo, no tanto como me pareció, pero bueno",n
Bueno BIEN EL PRODUCTO MAL EL VENDEDOR NO CUMPLIÓ CON LA FECHA PACTADA DE LA ENTREGA,m
"Bueno Muy buen producto, llego en tiempo y forma",b
Bueno la foto no describe totalmente el producto,n
"Aceptable calidad. Yo creí que eran estrellaras cortadas en los vinilos de cada color, pero son impresas sobre un vinilo color blanco. Al colocarlas, si uno le pasa el dedo o un paño, pueden llegar a desteñir un poco.",n
"Prenda muy comoda Le faltó un poco de tela, ya que es corto, tendría que haber variedad de talles",n
Se podría mejorar el producto Las funciones son buenas. Batería dura muy poco la carga. Tendrían que ser dos. Cargador tarda demasiado en cargar. El accesorio oscilante trasmite mucho la vibración al taladro y por ende a la mano. Por eso sólo tres estrellas.,n
Bueno el conejo camina hacia atras. y no responde al nombre,n
bueno b ien todo bien lego a tiempo bueno el producto,b
"Regular No pudimos colocar las bisagras de las puertas , mande un mensaje para orientarme si estaba haciendo algo mal,  nunca respondieron.  Finalmente 3 de las bisagras estaban rotas y esto dificultaba la colocación. Tuvimos que comprarlas en otro lugar",m
Bueno Muy bien. Buen producto. Bruna relación precio calidad,b
"Bueno bueno, pero no es lo que yo esperaba",n
"Bueno Buen producto, buena madera, tiene la medidas mencionadas.",b
"Buen producto, terminaciones desprolijas La relacion precio producto es acorde, las terminaciones son desprolijas. El vendedor muy atento y predispuesto.",b
"Bueno Buen producto, no responde a la marca que se publicita (Nictom), solamente figura ese nombre en la caja, el aparato es un NXQ Pro 4K   Aunque complicado instalar Netflix como en todos los convertidores, es un buen TV Box..",n
Bien Bien la bolsa vino un poco rota,n
Bueno El producto es de muy buena calidad,b
"Excelente calidad precio, luz un poco tenue. Buena calidad, buena terminacion, luz un poco tenue, pero excelente calidad precio, muy conforme.",b
"Bueno El producto es lo que ofrece el vendedor, la calidad es acorde al precio, en gral es un buen producto.  Tuve unos inconvenientes y la post venta fué muy buena, inclusive me enviaron una pieza nuevamente.  En mi caso fue necesario darle una mano mas de pintura porque la que traía venía con detalles y es muy fina.  * Por las dudas también aclaro que no trae las guías que cubren las pesas laterales, como sí se muestra en un video de ejm.",b
Mala relación precio calidad. La calidad al imprimir no es muy buena. Muy pocas piezas son personalizadas y ej. círculos para moneditas sólo son 2 modelos. La relación precio calidad no es acorde.,m
Bueno La ruana o miden 1.90 como dice la descripción,b
regular no es de buena calidad. el producto es pasable.,n
"Buena Es linda, pense que seria mejor pero zafa",n
Algo chico . Bonito acorde al precio .  Con algunos detalles de costura.,b
Joya La máquina anda bien solo tendría que ser mas larga la guia topé,b
Buenisimo Bueno el producto la verdad. Excelente,b
"Guantes recomendados Los guantes calzan casi a la perfección, y que sean reactivos ayuda bastante para usar el celular sin necesidad de sacárselos. No son muy abrigados, pero cumplen la función de rompeviento. La máscara no me fue demasiado útil, porque uso anteojos y terminan empañandose.",n
"Regular, uno ya no tiene música. Son muy lindos, a mis hijos les encantaron, pero compré dos y a la semana uno ya no sonaba. No se golpeo, no se usó en exceso. Supongo que era viejo o venía fallando, y como no se le puede cambiar la pila es una pena que haya durado tan poco.",m
"Muy bien Esta bien , relación precio calidad adecuada",b
Bueno No encastran bien. Las piezas son muy pequeñas y se salen de su lugar.,m
Buena relación precio calidad Buena relación precio calidad. Recomendable!,b
Conforme Hasta el momento estoy conforme. Solo use algunas. No está incluida una brocha para hacer contorno.,b
"Bueno buen producto por si precio, es lo que esperaba.",b
El vendedor perfecto todo el producto es lento Esta bien pero si estas apurado no es util porq se atora y se tilda o apaga,n
"Para uso familiar, bien. Detalles mínimos. Mucho ruido y recalienta rápido. Pero para uso familiar y por su precio, en líneas generales bastante bien.",n
Hermosa Excelente  la mesa y llego bien,b
El producto muy bueno es loreal El producto muy bueno lo malo es que no vino con el regalo que dice. Y para que me lo envíen debo hacer una compra extra y no me parece,m
Bueno Muy bueno y original es lo q buscaba y lo consegui al precio mas o menos pensado,b
Bueno recomendable Me resultò bueno a veces marca error pero tomamos 2 veces y anda bien,b
Buena Esta buena por ser para un chico menor,b
"Bueno Es bueno, no lo he usado porque lo compré como un teléfono auxiliar... Lo probé y quedé conforme....",b
Recomendable! Buen producto. Resistente. Lo recomiendo!,b
"bien Me llego exactamente lo que pedi! Pero mi talle me quedo un poco grande. Como unico detalle. Despues el envio lo realizaron de inmediato a penas lo compre. Nada, RE bien para el precio que sale",b
Bueno No fue lo que pedí  y era un regalo elegido con lo cual no quede conforme,m
Bueno totalmente conforme con el producto,b
"Bueno El producto bien. La costura de la cintura no es tan buena como la foto. Podría costar un poco menos pero en rasgos generales bien. calza bien, queda bien.",n
"Bueno El producto cumple con lo publicado, el tema es que es chico para la medida que describe, en mi caso compré un M y mi moto es 110, el cobertor que muy muy justo. Tendrían que replantear el tema de las medidas. Por el resto, está ok.",n
"Bien Son buenas pero no son 100% aptas para lavajillas, se doblaron al sacarlas.- el resto como todas estas tablas plasticas",m
"Bueno el machete perfecto , la funda al primer intento de abrirla ya casi que se descocio el boton muy floja la funda",m
maso ilumina una barbaridad pero la bateria pierde la carga muy rapido,m
Bueno Tarda en medir pero por el precio está bien,n
"Podría mejorar, faltan algunos detalles El producto da 320x240 nada mas... sirve para tareas muy rudimentarias. Lo bueno es entrada para cable. Hdmi . VGA para pc. 1 usb para disco externo o pendrive pero para video formato antiguo. Hace mucho ruido por la turbina de enfriamiento y hacer foco para ver lo mejor posible es bastante engorroso. Esta bueno si se tiene un miracast o un buen tvbox. Lo ideal es usar el cel para ver el netflix o etc y a través de un miracast o tvbox hacer espejo... para eso lo anterior tienen que averiguar si lo puede hacer. Pague 4mil en 6 cuotas creo que es un precio razonable pero algo caro....A considerar debería traer un estuche de ser así el precio sería más acorde al producto además no trae el bastón para poder elevarlo en caso que el aparato este bajo....",n
"Maso Es buena, pero lo de cerámica no me convence porque tengo sartenes en las que no se pega nada, y en esta plancha grill si se pega y cuesta lavarla.",m
"Cumple su funcion. Sirve para grabaciones no profesionales, se mete la señal de una radio cada vez que lo conecto pero bueno, se puede usar.",n
Medio Bueno por el precio. Netamente hobista,n
"... El producto está bien, es finito así que es para verano. Solo que me llego distinto a la foto, en otra combinación de colores, cosa que debería haber sido de antemano avisada. No lo devolví para no perder tiempo en el correo nada más.",n
Buena Vino con algunos detalles de cachado en el interior que se ven cuando uno la empieza a usar. Más allá de eso esticamente es la Mejor y tamaño ideal.,n
Chico Chico .....pedirlo un talle mas....entro muy justo.,n
"Bueno plastico bueno, no brilla en la oscuridad, el autito es bueno",n
"Para nenes mas grandes No es para nenes de meses ya que el lugar donde tiene que ir sentado es muy grande y la base donde agarra las cintas son de fierro sin goma espuma, por ende el bebe choca contra los fierros",m
Todo exxelwnte. Muchas gracias! Excelente. Muy buen producto. Llego segun lo acordado,b
conforme No es como el original que trae la Heladera pero safa.,n
Calidad y Producto acordé al precii :) buen producto. Producto acordé al precio.,b
"Buena relación precio y prestación. Muy buena calidad de audio pero un poco frágil  la construcción de estos auriculares. De todos modos, cumple con las expectativas esperadas por el precio, relativamente económico.",b
De medio para abajo La imagen muy chica pensé que iba a ser un poco más grande como lo venden en las imágenes pero bueno no tengo tiempo de hacer devoluciones,m
"muy buen producto salvo los tapones que se gastan rapido, el resto muy bueno.-",n
"Correcto Todo perfecto, Relacion costo calidad acorde. aparenta no ser original pero funciona muy bien.",b
"recomendable no la use mucho pero anda bien,",b
"El producto es excelente, pero son MUY pequeños. El producto es excelente, pero son MUY pequeños.",n
"Todo ok El producto bien pero era para un regalo! Llego envuelto solo en papel madera, eso es para mejorar",n
"Por el precio regular La bateria tiene solo una duracion de 1 hs ademas.no tiene una luz qye indique que se carga , tiene varias funciones eso es lo bueno",n
Poco practico La apariencia del producto es muy buena pero su funcionamiento no lo es. El mecanismo que tiene para enganchar la lata y abrirla no es bueno. Cuesta mucho lograrlo,m
"Bueno La bateria de mi celular estaba muerta. Coloqué la batería nueva, la cargué como se aconseja y no llega a durar 1 día entero... a eso de las 20 hs tengo que volver a cargarlo...",m
"Bueno El precio que lo pagué es el justo más no paguen xq tiene muchos problemas de fabricación, 1_no se puede girar xq tocan los pedales con las ruedas delanteras, tendría que tener 10cm más largo, 2_se aflojan los tornillos que sujetan la pedalear, y se sale la cadena 3_el piñón muy devil se dobla y se afloja el prisionero 4_pedales muy bajos, tocan con facilidad el suelo, más si son terrenos ondulados, 5 _el asiento se afloja enseguida,. Después de todo esas fallas las cual las tuve que solucionar modificando cada punto que marqué, ahora quedó muy bien y mi nena anda casi todos los días y ahora no tengo problemas..",m
"Bueno la pava es divina! buena relacion precio calidad. Pero, en mi caso particular no funciona muy bien el tema de regular la temperatura",n
"Bueno Paleta difícil de controlar, hay que golpear en el medio sino no despide, golpeando en el medio despide muy bien!",n
Bueno El producto es muy lindo. Pero el talle es bastante mas chico el número.,n
"Buen prodcuto. El producto es regular, el rociador podria ser de un mejor plastico, pero considerando que es un producto chino, esta bien. Ademas no hay muchas opciones alternativas. Como recomendacion para quien lo compre, no dejar la manguera mojada/humeda enrrollada en un recipiente, eso provoca que la goma se deteriore rapidamente.",n
"Bueno hola. es muy fino..en realidad no es de 2,5 mm para mi. es mucho mas fino comparándolo con los que tenia puestos en la instalación..el precio es razonable..",n
Espectacular Espectacular! son muy seguros y tienen buena terminación,b
"Buenas Son comodas ,impermeables  aunque medio flojo El abrojo",n
Lindo pero caro para lo que era Caro para lo que era en realidad,n
Bueno muy bueno la funcionalidad que esperaba,b
Bueno Buen producto. Solo que me había imaginado una caja más grande con mayor contenido por el precio que pague.,n
"No ajusta lo esperado En realidad no es lo que esperaba,no es lo suficientemente elastizada.mi marido no quedó conforme. Cumple la función de una camiseta común.",m
Bueno hay que dar si o si dos manos sino no cubre.,n
Bueno Muy bueno!! Salvo que la respuesta táctil no es rápida,n
"Bueno NO RECIBI EL ARTICULO CORRECTO, ME LLEGO EQUIVOCADO ASIQUE LO DEVOLVI.",m
"Regular El forro de cuero está bueno, el mate de calabaza tambien esta bueno... pero la calidad de la yerbera, azucarera, termo y bolso son malas...",m
"Buena relación precio-calidad Buen producto a buen precio. Cumple a un precio bajo. Le sugeriría al vendedor/fabricante de la pieza que le agregue un buje para la mecha de 5mm para hacer mas precisa la perforacion y evitar el desgaste. Un buje calzaria perfecto porque tiene lugar y no encarecería significativamente el costo, protegiendo la pieza que inevitablemente se desgastará con el uso. Por ello califico 3/5 estrellas. Si tuviera ese buje le subiría 1 estrella mas sin dudas.",b
Bueno muy bueno acorde a su valor anda bien,b
"Bueno El pack es bueno, pero me imaginaba los juegos un poco más grandes",b
Bueno pedi mas grande de lo que necesitaba pero bueno los chicos crecen asi que no hay problema,b
"Buena. Linda maquina. Un poco complicado el armado. Al momento del uso, el sistema que sostiene las ruedas es inservible. 1 solo uso y ya perdi 2 tuercas y 4 arandelas, las ruedas se salen solas. Asi que voy a tener que gastar en comprar otro tipo de bulon con chabeta. En cuanto al motor, potente, un excelente corte.",b
"Bueno Son buenas , pero hay que tener mucho cuidado con las mechas porque al ser los topes de plástico no ajustan bien y se deforma. No son para un uso intensivo pero para algunas cosas chiquitas van bien",b
