,content,sentiment,raw,rate
12047,MAND MINI MAQUIN COS TRUCH ORIGINAL HAGO?,[0 1],Pesima Me mandaron una mini maquina de coser. Que es trucha. No es la original. Y ahora que hago?,negative
12048,JULI TOM CAPSUL DIA PRIMER CAPSUL MEDI HOR COM MEDI HOR BAJ GRAM HAC ADMINISTR AYUD,[0 1],"Malo BUENOS DIAS, HACE DESDE EL 22 DE JULIO qUE ESTOY TOMANDO DOS CAPSULAS AL DIA, PRIMERO UNA CAPSUL,  MEDIA HORA ANTES DE CADA COMIDA DESPUES UNA CAP EN AYUNAS Y LA OTRA MEDIA HORA ANTES DE LA CENA Y NO HE BAJADO NI UN GRAMO....HACIENDO DIETA  A SU VEZ !!!!!! NO SE CAPAZ SEA YO QUE NO SE ADMINISTRARLO, ME PODRÍAN AYUDAR ?  GRACIAS.",negative
12049,COS LOGR EXCELENT IMPRESION BUEN PRECI,[1 0],Pulgar arriba No es el favorito de todos pero si unos hace las cosas bien se logran excelentes impresiones a un muy buen precio,positive
12050,BUEN CAPAC ESTA OXID,[0 1],"Malo Buena capacidad, pero ya se está oxidando",negative
12051,CAM NIGHTVISION RECOMEND BUEN CAM TEN HAC PUED CONECT CORT LUZ RECOMEND BUEN RELACION PRECIO/CALIDAD/UTIL,[1 0],"Camara de 1Mpx night-vision recomendable 100% Muy buena camara, teniendo en cuenta que es de 1Mpx.  Tremenda ventaja que sea POE, lo que hace que se pueda conectar todo a una UPS centralizada y no perder grabacion aun con cortes de luz.  Totalmente recomendable, muy buena relacion precio/calidad/utilidad.",positive
12052,EXCELENT BUEN TERMIN CALID MATERIAL SATISFECH,[1 0],"Excelente Muy buena terminación y calidad de los materiales, muy satisfecho con el producto",positive
12053,MAL ENVI EQUIVOC PAQUET DEVOLV,[0 1],"Muy malo Nunca lo enviaron, así que debe ser una porquería. Oportunidades vip se equivocaron de paquete y no me devolvieron la plata.",negative
12054,HERMOS BUEN MATERIAL,[1 0],Hermoso Muy buen material tal como la foto,positive
12055,REPIT COLOR PONG,[0 1],Malo Bien. Me repitieron un color  Por eso sólo pongo 2 estrellas,negative
12056,MAL ATENCION TALL S DEBERI SIGUIENT PRECI ACEPT PRECI ANTERIOR CAMBI CAMBI NUEV COMPR MANUAL ATIEND MAL PRIMER EXPERIENT USAND MERCADOENVI,[0 1],"Mala atención al cliente. Compré talle S y deberia ser M.   Lo devolvi x correo y, en los siguientes 7 días me cambiaron el precio. No me aceptan el precio anterior para un cambio. Un cambio!   La inflexibilidad del vendedor hizo que desistiera de la nueva compra con el talle correspondiente.Un manual de cómo NO se atiende al cliente.  Muy mala mi primera experiencia usando mercadoenvios...",negative
12057,BUEN BUEN PRODUCT,[0 1],Muy buena Muy bueno los productos y mas la tinturas,negative
12058,EXCELENT TRABAJ EXELENT LIVIAN,[1 0],Excelente Se trabaja EXELENTE y es liviana.,positive
12059,SOLUCION ARREPIENT COMPR COMPR CONFIANZ MISM EMPRES HAC CARG PAS OTRO PROBLEM RECIB APARAT DEFECTU RECOM MAL ERA REGAL TIEN VALOR OBVI CAMBI DEVOLU DINER DEVUELV PAG MISM VALOR DECEPCION ROTUND,[0 1],"Sin solución a mí problema decepción Me arrepiento la compra, compre por confianza en la marca, pero la misma empresas y la garantía no se hacen cargo de nada solo se pasan uno a otro el problema y yo aparte de recibir un aparato defectuoso sin ser usado y fuera de tiempo de entrega pactada, no lo recomiendo quede muy mal con mí familia ya que era un regalo. Hoy la batidora tiene un valor de 2600 aprox y cuando la compré la semana pasada valia 1799 y obvio que por el aumeto del dólar no le conviene el cambio sino de devolución del dinero, pero me devuelve lo pagado es decir 1799 que ya no es el mismo valor. Decepción rotunda",negative
12060,EXCELENT PROCES BUEN ESPER RECOM QUIER ARMAR PC ECONOM JUEG OCASIONAL COMPR PLAC VIDE ENTRAD,[1 0],"Excelente procesador Muy buen procesador, es mas de lo que esperaba. se la recomiendo para quienes quieran armar una pc económica para juegos ocasionales y mas si no la compra con placa de vídeo de entrada.",positive
12061,RIND CARTON GRUES VEND KIL MATERIAL,[0 1],"No rinde El tubo de carton es muy grueso y como se vende por kilo, te roba mucho material.",negative
12062,RECOM RESPONS HERM COMOD RECOM,[1 0],Las recomiendo a todos mucha responsabilidad Hermosas y muy cómodas las recomiendo,positive
12063,DESARM FORR INTERIOR HAC IMPOS GUANT RETIR DED RETRA FORR EMBOC DED VEN,[0 1],"Malos. Muy malo calidad. Se desarmó el forro interior, haciendo imposible ponerse los guantes luego de sacárselo. Por qué al retirar los dedos se retrae el forro y luego para embocar los dedos en el lugar correspondiente es una odisea. Puede ser que estos hayan venido malos.",negative
12064,BUEN MEJOR TENDR POSICION CLAR CORT LATERAL,[1 0],"Bueno Bueno,sería mejor si tendría un posicionador más claro para corte lateral",positive
12065,BUEN MEDI INCOMOD ESPER,[1 0],Muy bueno Medio incomodas ! Esperaba otra cosa,positive
12066,FALT GOM ARANDEL TUERC,[0 1],maso maso faltaron las gomas arandelas y tuercas,negative
12067,LLEG PAL QUEBR DESPUS DIFICIL COMUNICACION VENDEDOR RECOM ABSOLUT QUIS COMPR,[0 1],"Producto de mala calidad El productonos llego roto. Tenia el palo quebrado, despus fue muy dificil vlver a entablar comunicacion con el vendedor. No lo recomiendo en absoluto. Quisimos hacer otra compra, o fue posible.gracias",negative
12068,BUEN IGUAL PUBLIC,[1 0],Muy bueno producto igual a lo publicado.,positive
12069,PRIM ANDA,[0 1],No me gusto Todavia no pago la primer cuota y solo anda una . dejo de andar de la nada,negative
12070,EXCELENT BUEN TRAT PUNTUAL,[1 0],Excelente Excelente buen trato y puntual,positive
12071,JOY LLEG EXCELENT BUEN,[1 0],Joya El producto llego en excelentes condiciones.    La calidad es muy buena!,positive
12072,EXCELENT EXCELENT VE LIND,[1 0],Excelente Excelente no la uso todavía pero se ve muy linda y completa,positive
12073,COPI SAL RAY DIC MODEL MODEL VIEN MODEL LLEG LLAM DIJERON LLAM COMUNIC ENVI YOU TUB EXPLIC INGLES CARTUCH TENG TOTAL PERD DINER VERGONZ,[0 1],"Malisimo. Tanto en calidad como en postventa Malisimo. Las copias salen totalmente rayadas. El envase dice que es para otro modelo, según ellos va para todos. Entonces si va para todos los modelos por que viene en el envase el modelo al que corresponde? El instructivo nunca me llegó. Al llamar me dijeron que llame 3 dias después para comunicarme con el servicio técnico.  Cuando le consulte por el instructivo me enviaron un link de You Tube que explica en inglés y ni siquiera es el cartucho que tengo. Una total pérdida de dinero. Vergonzoso",negative
12074,MAL MAL PRRDUCT CUMPL FUNCION,[0 1],Muy malo mal prrducto. no cumple su funcion,negative
12075,EXCELENT EXCELENT,[1 0],"Excelente Excelente mi perra es alérgica, le hace bárbaro y le encanta",positive
12076,BUEN BUEN CALID PRECI,[1 0],Bueno Buen producto calidad y precio,positive
12077,FALT MEJOR ATENCION BUEN FIN INCONVENIENT SUP,[0 1],Falto mejor atención posventa Producto bueno pero tube al fin inconveniente en la instalación y no supieron orientarse correctamente,negative
12078,BUEN CALID COMPLET ESTAN DIAFRUT,[1 0],Buenisimo Muy buena calidad y completo ...ya lo están diafrutando,positive
12079,EXCELENT BUEN COLOR EXACT QUED RAYON NOT,[1 0],Excelente Bueno .color exacto quedó bien tapé varios rayones y no se nota nada excelente,positive
12080,EXCELENT EXCELENT JUGUET AHIJ,[1 0],"excelente Excelente juguete, mi ahijado estaba como loco",positive
12081,REGUL SIRV PASATIEMP PROFESIONAL RECOM,[0 1],Regular La linterna no es tan buena; pero te sirve de pasatiempo. Uso profesional no lo recomiendo,negative
12082,DIC PANTALL DIC MISM OTRO REPRODUCTOR TENG VARI QUIS,[0 1],Malo. No es lo que dicen . Malo . la pantalla . que dice que es de 9.8 . es la misma que el otro reproductor que tengo de 7   . no varia en nada . lo quisiera devolver . pero ya es tarde .,negative
12083,BUEN FALT BORCEG,[1 0],Muy bueno LE FALTARON UNOS 7 CM PARA QUE SOBRE UN POCO SOBRE LOS BORCEGOS.,positive
12084,QUEM SEMAN CRE MISM MARC,[0 1],Mala Calidad Malisima la calidad se me quemaron 4 en menos de una semana .No creo volver a comprar la misma marca.,negative
12085,EXCELENT PRECI BUEN,[1 0],Excelente 100% recomendable por el precio muy buen producto,positive
12086,LLEG BUEN CONDICION,[0 1],"Excelentw Excelente, y llego en buenas condiciones",negative
12087,OPER CAM CARRER VARI CASC,[0 1],Malo Es necesario para operar las cámaras Co Pro en el Auto de Carrera y usos varios �otros Cascos de la moto y navegación en competencias náuticas en el velero,negative
12088,TOD BUEN PRODUCTONRECOMENDAF,[0 1],Petacularrrrr Genial todo en orden. Muy buen productonrecomendafo,negative
12089,ESPER REGUL LIMPI,[0 1],no es lo que esperaba regular...no limpia bien la plata,negative
12090,SEGUR ORIGINAL TENG BASTANT DUD,[0 1],Malo No estoy segura de que sea original tengo bastantes dudas,negative
12091,EXCELENT EXCELENT TIEN BUEN CAM CAÑ,[1 0],"Excelente Excelente, tiene muy buena camara, es mas que un caño.",positive
12092,MAL BUEN FALT VOLUM,[0 1],Muy malo Bueno le falta un poco más de volumen,negative
12093,BUEN BUEN RAP LLEG,[1 0],Muy bueno Muy buen producto.rapido de llegar,positive
12094,REGUL CALZ COMPR DUD QUED MUUUY JUST,[0 1],Regular Calzo 43 compre 44x las dudas y aún así me quedan muuuy justas,negative
12095,EXCELENT BUEN ERA,[1 0],"Excelente Muy bueno,  era lo que esperaba",positive
12096,DESCOMFORM SEGUND DIA ROMPI TOD SALI PERN TAP LATERAL FIJ PAL DESASTR,[0 1],Malo Buen dia mira muy descomforme con su producto segundo dia de uso se rompio todo se salio los pernos las tapas de laterales donde se fija la altura de palo un desastre,negative
12097,DIO RESULT SAB GENER ABUEL GAST,[0 1],No es para volver No es lo q esperábamos. No dio resultado. Ya no sabemos cómo valorarlo para que no genere zumbido. Pulgar para abajo. Y la pobre de mi abuela se gastó $5300,negative
12098,RECOMEND BUEN CALID EXCELENT,[1 0],Para recomendar Muy buena calidad excelente terminaciones,positive
12099,FALT PIEZ TOD MANCH GOLP SUCI,[0 1],Pesimo Faltaron piezas. Mala predisposición del vendedor. Mala calidad y pésimo embalaje  y peor terminación de las piezas. Todo manchado. Golpeado y sucio.,negative
12100,BUEN BUEN CALID RECOMEND,[1 0],Bueno Muy buena calidad...recomendado,positive
12101,EXCELENT COMOD OPCION MERC PERMIT REALIZ NOTORI PROBLEM ROC HAC MATERIAL NOT CALID,[1 0],"Excelente producto para hernia inguinal. Es cómoda. La uso para el deporte. De las opciones de fajas inguinales en el mercado, esta te permite realizar deporte sin una incomodida muy notoria, y sin problemas de roce con el materia como lo hacen otras fajas. El material se nota que es de calidad.",positive
12102,EXCELENT SATISFECH BUEN ATENCION ENVI AGRADEC SERVICI,[1 0],"Excelente Muy satisfecho con el producto, muy buena atención del vendedor e inmediato envió agradecido con el servicio",positive
12103,CUESTION SUERT COMPR XL PAREC PAREC,[0 1],Cuestión de suerte Compré dos xl y no son ni parecidos hay uno que parece m en ves de xl,negative
12104,,[0 1],"Santa fe Nada ala semana se me rompió la tostadora , les escribo y todabia espero respuesta",negative
12105,MAL CALID DESASTR ERA ANCHO ENDE ENTRAB RECOM,[0 1],Muy mala calidad Un desastre. El display era más ancho por ende no entraba y quedaba sobresaliendo. Muy mala calidad no lo recomiendo,negative
12106,BARAT,[0 1],"Lo barato sale caro Vale lo q es,                   !!!!!!!",negative
12107,OFREC IMAG PUNTER COC ESTAMP CORRESPOND,[0 1],No es lo que ofrecen Nada q ver con la imagen NO TIENE PUNTERA COCIDA ES TODO ESTAMPADO. NO CORRESPONDE LA IMAGEN,negative
12108,PER IDEAL ORIGNAL EMPALM ORIGINAL MENOR CARG ORIGINAL COMET,[0 1],"Sirve, pero no es lo ideal No es la orignal, el conector no sirve para la sirena WT4911, hay que empalmar uno original, tiene MENOR carga que la original, y es cara. Pero cumple su cometido.",negative
12109,ROMPI ERA CALID,[0 1],Malo no me sirvio en cuanto le coloque la t  se rompio no era la calidad que esperaba,negative
12110,PERR LLAM TOD NECES LAD,[0 1],No sirve para nada!!! No sirve.Al perro ni siquiera le llama la atención la bandeja. Se hizo de todo para que la use y no le gusta. Hace sus necesidades en cualquier lado menos ahi.,negative
12111,HAC COBR HAC COBR PROB TARJET VERD LOGR UTILIZ,[0 1],NO PUDE HACER EL COBRO NO PUDE HACER EL COBRO   ME DABA ERROR PROBANDO CON VARIAS TARJETAS   LA VERDAD NO LO LOGRE UTILIZAR,negative
12112,MAL COMPR LLEG TIEMP ERAN DIFERENT DIBUJ,[0 1],Muy malo compre 2 llegaron en tiempo pero eran diferentes dibujo y marca,negative
12113,DESPERDICI HORRIBL SEMAN DEJ FUNCION,[0 1],"Plata desperdiciada Horrible, a las 2 semanas dejo de funcionar.",negative
12114,CALID BUEN CAF REGUL CALID FLU LENT MAQUIN PUD CAUS RIESG DAÑ BOMB MISM,[0 1],"Calidad y sabor no tan buenos. Son cápsulas de café de regular calidad, y fluyen muy lento en la máquina pudiendo causar riesgo de daño en la bomba de la misma.",negative
12115,RECOM SIRV INSTRUCCION RECOMEND,[0 1],"No recomiendo No me sirvió para nada, seguí todas las instrucciones y recomendaciones.",negative
12116,RECOMEND TIEN DIC ESTIR ENVAS COMUN PRODUCT NOT CHIC CONFIABL DESTAC EMBAL ENVI,[0 1],"No recomendable no tiene nada de lo que dice Me decepciono muy estirado, un envase  comun con una etiqueta impresa sin especificaciones de nada, compre junto con otros productos que tambien se nota su mala calidad, comprandolo en una farmacia un pote mas chico es mucho mas confiable. lo unico para destacar fue que viene embalado por vuelcos durante el envio.",negative
12117,MAL PRINCIPI FUNCION PERD PRESION PRESION VAPOR LARG,[0 1],"Malo al principio funcionaba  bien, aunque perdía presión por el borde de la tapa y donde esta pegada la manija,ahora ya pierde toda la presión por el borde, no sale mas vapor por la válvula - Se le empezo a aflojar la manija larga",negative
12118,RECOM ENVUELTOCAJ ORIGINALPER INFLAM BORD ABIERT MAL ENSAMBLADOPOR FUNCION AUNQU PRIM CARG,[0 1],"No lo recomiendo El producto vino bien envuelto,caja original,pero el cargador vino inflamado con los bordes abiertos y mal ensamblado,por ahora funciona bien aunque en el primer uso se cargó en 6hs y luego de 2 usos tarda en cargar 9hs.",negative
12119,LENT COMUN NORMAL CAMBI SAC HECH SEMAN DIGIT,[0 1],Lento y común nada de lo normal Lento y no se puede cambiar el idioma. Sacando el hecho que tardé 2 semanas para poder digitar el @,negative
12120,,[0 1],Malo No son de acero quirurgico 316L,negative
12121,MAL MALISIM DIFERENT ARRUIN,[0 1],Muy malo Malísimo. No noté la diferencia en15 días . Solo me arruinó el estómago.,negative
12122,EXCELENT EXELENT BUEN RECOMEND,[1 0],Excelente Exelente muy buen producto. Muy recomendable,positive
12123,EXCELENT COBERTUR DEJ,[1 0],Super recomendad Excelente producto. Super cobertura sin dejar la piel acartonada,positive
12124,MEJOR MISM PRECI ERA GRAND POTENCI,[0 1],hay mejores al mismo precio pense q era un poco mas grande y con mas potencia ...,negative
12125,BUEN NINGUN TIP PROBLEM,[1 0],Muy Buno Muy bueno... sin ningun tipo de problema...,positive
12126,AGARR ASIENT MUEV TOD DIAS,[0 1],"Malo Malisimo,el pedal ya se le salio,el manubrio no se agarra bien, y el asiento se mueve todo, en unos días creo se le rompe ..y hace 3 días que lo arme..",negative
12127,EXCELENT ESPER TIEMP FORM,[1 0],"excelente todo lo esperado, en tiempo y forma",positive
12128,TRAM EXTENS MALISIM CALID,[0 1],"PESIMA CALIDAD No sirve para nada. Pierde por todos lados,se rompe los tramos extensibles. Malísima calidad",negative
12129,EXCELENT BUEN CALID,[1 0],Excelente Muy buen producto y súper calidad.,positive
12130,CALID BAJ PER ANDA MEDI BLAND ANDA,[0 1],"La calidad del material es baja pero anda bien Zafa , el plástico medio blando pero anda",negative
12131,EXCELENT EXCELENT DIDACT BUEN CALID,[1 0],Excelente Excelente producto!! Muy didáctico y muy buena calidad.,positive
12132,BUEN TEN PRECI CALID BUEN CALID PRECI,[1 0],Muy buenos teniendo en cuenta precio y calidad Muy buena calidad por el precio,positive
12133,BUEN BUEN TOD,[1 0],"Muy bueno buen producto, todo Ok. Recomendable. Gracias",positive
12134,PARES CUADR,[0 1],Malisimo No se parese para nada a el de la foto es cuadrado y la tela es mala,negative
12135,BISNIET FASCIN TOD BUEN CALID,[1 0],Mi bisnieto está fascinado co su vehículo Todo de muy buena calidad y muy bien gusto.,positive
12136,DESGRAN,[0 1],"Inutil Una porquería, no sirvió se desgranó no pude usarlo",negative
12137,LLEV HAC EJERCICI DESHINCH COMPR TIR,[0 1],Decepcionante Muy malo. Llevo 3 semanas tomándolo. Haciendo la dieta y ejercicio y ni siquiera me he deshinchado. No lo compren. Es plata tirada,negative
12138,EXCELENT,[1 0],"Excelente Lo que yo esperaba recibir,excelente.",positive
12139,EXCELENT LLEG EXCELENT ESPER FUNCION PERFECCION,[1 0],Excelente todo El producto llego excelente e incluso antes de lo esperado. Funciona a la perfección,positive
12140,LLEG LLEG MAL TENG RECUPER DINER,[0 1],No me llegó. No me llegó. Todo mal. Y no tengo cómo recuperar el dinero,negative
12141,MAL EMPEZ TENG,[0 1],"Muy malo ya se empezó a oxidar, ni un mes que lo tengo",negative
12142,MAL,[0 1],Muy malo El unicornio grande con las estrellas d 10. Preciosos pero n m mandaron los 10 chicos q pedí..,negative
12143,VE IGUAL ORIGINAL ASPECT NAD RECLAMAR; EMBARG VEC CELUL DEJ HAY REINICI RECOMEND CELUL VEZ ARREGLARLO; FORM PESIM CELUL,[0 1],"Malo La pantalla se ve igual que la original, en ese aspecto no hay nada que reclamar; sin embargo, unas 2 o 3 veces al día, el celular deja de reconocerla y hay que reiniciarlo para que la vuelva a detectar. Recomendaría cambiar de celular en vez de arreglarlo; ya que de todas formas el alcatel a3 xl es un pésimo celular.",negative
12144,EXCELENT EXCELENT,[1 0],Excelente Excelente producto,positive
12145,EXCELENT BUEN RECOMEND QUED HERMOS DIFERENT COLOR,[1 0],Excelente Muy bueno! recomendable queda hermoso con sus diferentes colores,positive
12146,RECOM BUEN ANDA RAP PROBLEM RECOM,[1 0],Recomiendo! Muy buen producto! Anda rápido y sin problema. Recomiendo,positive
12147,EXCELENT BUEN CALID TERMIN EXELENT,[1 0],Excelente Buena calidad y terminación. Exelente producto,positive
12148,MAL CALID,[0 1],Mala Muy mala calidad se traba,negative
12149,ESPER MAL PER,[0 1],Mas o menos no es lo que esperaba No esta mal pero mucho no me gusto x que no es facil de entender,negative
12150,EXCELENT BUEN ATENCION,[1 0],Excelente Muy buena atencion . Es ka segunda vez q hago una compra,positive
12151,VAL PRECI RECORT ASPECT MATERIAL CALID ESPER MOUS INUS PESIM PEOR TEN TECL MAL COMP MOUS,[0 1],"No lo vale Si bien uno espera que por el precio hayan recortado ciertos aspectos del combo, como los materiales y la calidad, nunca espera un mouse tan INusable. El tracking es pésimo, posiblemente el peor que haya tenido.  El teclado por su parte también es malo, pero no se compara al mouse.",negative
12152,EXCELENT EXCELENT ATENCION ENVI TIEMP FORM,[1 0],Excelente Excelente atención y el envio fue en tiempo y forma.,positive
12153,EXCELENT BUEN BUEN ATENCION,[1 0],Excelente Muy buen producto y buena atencion,positive
12154,COMPR DOBL PUEST QUED ANCHO DIO ALERGI MATERIAL VISCOS RESQUEBRAJ COMPR,[0 1],"NO LO COMPREN!!! La punta se dobla, puesto queda muy ancho y a mi pareja le dio alergia. El material es malo: es viscoso y se resquebraja. No lo compren!!",negative
12155,MAL DESCONFIGUR SEGU HAY DIAS,[0 1],Malo Se desconfigura muy seguido hay que volver a configurar todos los días,negative
12156,EXCELENT EXCELENT FACIL COLOC NECESIT EXPERT EXCELENT ILUMIN PON RECOMEND MUCH GRACI,[1 0],"Excelente El producto es excelente ! , fácil colocarlo (no se necesita ser un experto), excelente iluminación iba a poner 3 y termine poniendo 2 porque iluminan bárbaro, súper recomendable, muchas gracias !!!",positive
12157,BUEN ESPECTACUL RECOMEND CUAND TEN NIÑ,[1 0],"muy bueno espectacular super util, recomendable , mas aun cuando tenemos niños y les festejamos sus cumples!!!",positive
12158,EXCELENT TOD,[1 0],"Excelente Excelente el producto, calidad, todo!",positive
12159,MAL MAND CABL RESPOND DESASTR,[0 1],Muy malo Me mandaron cualquier cable no me responden un desastre,negative
12160,EXCELENT UTIL FACIL DIJERON TRABAJ VISIT CLIENT RESUELT MUCH SITUACION FORM INSTANTANE COMOD SUM COMOD TIEN IR BANC DINER SUM SEGUR DINER,[1 0],"excelente.! muy útil, fácil de usar. llego en tiempo tal como me dijeron. para mi que trabajo en la calle, visitando clientes, me ha resuelto muchas situaciones de forma instantánea, para mi comodidad para sumar en ventas y para la comodidad del cliente también,  que no tiene la necesidad de ir al banco a sacar dinero. por lo que si nos ponemos a pensar también suma a la seguridad, no estoy con dinero en cima del auto en la calle.",positive
12161,BUEN SIRVI,[1 0],"100%recomendable muy bueno ,pero no me sirvio para mi moto",positive
12162,MAL OPINION FIN RECOM,[0 1],"Malo en mi opinion la suela es de mala calidad, y muy fina la tela de la zapatilla, no lo recomiendo.",negative
12163,MAL MAL,[0 1],Muy malo muy malo no es lo que esperaba,negative
12164,MAL NAD VER VAL PEG VIEN PAPEL,[0 1],Mal Nada que ver el producto no lo vale. Ni pegado viene el papel brilloso,negative
12165,REGUL TIEN,[0 1],regular el estereo no tiene AM! solo FM   mas o menos el estereo,negative
12166,EXCELENT EXCELENT BUEN VENDEDOR,[1 0],Excelente excelente producto y muy buen vendedor,positive
12167,BUEN BUEN CELUL ESPER EQUIP UNIC LLEG VIDRI PROTECTOR BIEN,[1 0],Muy bueno El producto Exelente.. muy buen celular lo que esperaba en un equipo..ahora el único inconveniente fue que no llegó la funda ni el vidrio protector lo demás muy bien el celu Exelente,positive
12168,MAL PAREC MALISIM RECOM POD CAMBI,[0 1],Muy malo Me pareció malísima no la recomiendo para nada ojalá la hubiera podido cambiar no sirve para nada,negative
12169,EXCELENT LIND MEJOR,[1 0],Excelente Muy lindos!! Mejor de lo que esperaba!,positive
12170,FUNCION DEVOLV DINER,[0 1],Malisimo No funcionaba. Una porquería. Y no me devolvieron el dinero,negative
12171,MALISIM MALISIM CUMPL VEND BUEN,[0 1],"malísimo malísimo, no sirve, no cumple la función por la que lo venden. No es bueno",negative
12172,EXCELENT BONIT VE,[1 0],Excelente Muy bonito y se ve bastante potente.,positive
12173,MAL SEMAN ORIGINAL,[0 1],Mala calidad. Muy malo el producto. No me duro una semana. No es el original.,negative
12174,MEDI LLEG,[0 1],Malo La remera y short excelente las medias no me llegaron.,negative
12175,EXCELENT BUEN CALID,[1 0],Excelente Muy buena calidad.,positive
12176,BUEN EXCELENT BUEN COLOC,[0 1],Muy muy muy bueno Excelente muy bueno ya está colocado,negative
12177,FUNCION,[0 1],Malo Malo. Dejó de funcionar a los 4 meses.,negative
12178,CONFORT COMOD BUEN PRECI EXCELENT CALID,[0 1],muy confortable Muy cómodos y en buen precio excelente calidad,negative
12179,EXCELENT TOD TIEN IMPEC ESPER,[1 0],"Excelente Escelente cinta, como todo lo de 3M. El poder de adherenca que tiene es impecable. es moldeable. Todo lo esperado de 3M",positive
12180,EXCELENT EXCELENT EXCELENT DESCRIPCION,[1 0],"Excelente Excelente, es un excelente producto, según la descripción.",positive
12181,MAL ESPER DIBUJ PUBLIC ENGAÑ,[0 1],Mala No es lo que esperaba....al ser un dibujo la publicación engaña bastante,negative
12182,DISCAPACIT MIERD ARRANC CUAND MIN REINICI VERDADER,[0 1],"una estafa es una porqueria. no lo devolvi por q soy discapacitado y me cuesta mucho. pero es una mierda. la fuente falla no arranca, y cuando la prendes a los 10 min se reinicia por q algo fallo, una verdadera  porqueria, me estafaron",negative
12183,EXELENT RELACION PRECI CALID BUEN VOLUM CORRE BUSQUED ETC TECL BASIC TRA,[1 0],"exelente relación precio calidad muy buen producto, con varias teclas estra de funciones para volumen, correo, búsqueda etc. que algunos teclados básicos no traen",positive
12184,MAL VERD PUD MAXIM DIA DESPU SOSTIEN JUG VERD QUED INSASTIFECH DUR TIEMP JUEG,[0 1],"Muy malo La verdad que mi hija lo pudo utilizar a lo maximo un dia, despues el resorte de la boca dejo de funcionar y ya no se sostiene la boca para jugar, la verdad que quedamos muy insastifechos, no puede ser que haya durado tan poco tiempo el juego.",negative
12185,AHUN VEN BUEN,[1 0],Una joyita Ahun no las use...pero se ven muy buenas !,positive
12186,LLEG FORM TIEMP BUEN LLEG TIEMP BUEN ESTAD,[0 1],"Llega en forma y tiempo Muy buen producto, y llega a tiempo y en buen estado",negative
12187,BUEN EXCELENT PRACTIC CUAND ESPACI REDUC,[1 0],"muy bueno excelente producto, muy practico cuando tenes espacio reducido.-",positive
12188,RECOM GUST INCOMOD PROTECTOR ACOT DIRECCION SENT INVERS AGUJ PELIGR TIR,[0 1],No recomiendo éste producto No me  gustó producto incomodo el protector es acotado y peligroso tira piedras en todas direcciones y el motor gira en sentido inverso a las agujas del  reloj más peligroso al tirar las piedras,negative
12189,BUEN IGUAL IMAG,[1 0],Muy bueno Es exactamente igual a la imagen. A mi nena le encanta!!!!,positive
12190,EXELENT LIND TOD BUEN CONDICION TIEMP,[1 0],Exelente muy lindo todo En muy buenas condiciones!!!   Y en tiempo,positive
12191,BUEN EXCELENT CUMPL FUNCION ILUMIN,[1 0],"Muy buen producto Excelente, cumple su función. Ilumina perfectamente.",positive
12192,APARAT PRINCIPI ANDAB REINICI RECOM MEJOR,[0 1],"Malo Pésimo aparato...al principio andaba bien, después se reinicia sólo...no lo recomiendo...lo mejor el Chromecast",negative
12193,HORRIBL RECOM FIN TRASLUC MANCH PART ESTIR BADAN TIR HORRIBL,[0 1],"Horrible No lo recomiendo para nada, la compré como regalo, la calza le quedó muy corta de piernas, es muy fina y se trasluce todo, venía manchada en una parte. La usó una vez y se estiró y quedó como una bolsa. Aparte la badana es corta de tiro. horrible",negative
12194,MAL RODILL ACCESORI ENVI RODILL EXTENDOR RECIPIENT ROT PES QUIER COMPR,[0 1],Muy malo Yo compre el rodillo con todos los accesorios x 1249 y me han enviado el rodillo con los extendores y un recipiente roto que sale 599 pesos quiero lo q compre,negative
12195,EXCELENT EXCELENT CALID ATENCION,[1 0],Excelente Excelente calidad y atencion del vendedor!,positive
12196,BUEN COMB PRODUCT EXCELENT COMB EXCELENT COMBIN HAC TRABAJ,[1 0],"Muy buen combo de productos! Producto excelente y combo excelente, con esa combinación se puede hacer muchos trabajos en el hogar!",positive
12197,REGUL REGUL DESC PART CORDON MALIS FUERON DECEPCION CRE PRODUCT MAYOR CALID,[0 1],"Regular a malos Calidad regular a malos. A menos de dos meses de uso, ya se han descosido en varias partes. Los cordones son malísimos, sinceramente fueron una decepción. Creía que ombú hacia productos de mayor calidad, pero lamentablemente no es así.",negative
12198,BUEN PAREC ESTAN BUEN SALUD,[1 0],"Buenas Son parecidas a las del gimnasio ,ahora voy a comprar un par de discos más ,están muy buenas , saludos...",positive
12199,10 RESULT ERA,[0 1],Por 10picos Decia por 10 y resulta que era uno,negative
12200,BUEN ERA ESTAB GENIAL,[1 0],"Muy bueno Era lo que estaba ,genial la atención",positive
12201,EXCELENT EXCELENT BUEN CALID,[1 0],Excelente Excelente producto y muy buena calidad!,positive
12202,EXCELENT IMPEC RESGUARD,[1 0],"Excelente , producto impecable y bien resguardado",positive
12203,MAL PIEZ ENCAJ PUD UTILIZ LLEG INSTRUCT ARMAD RECERARI,[0 1],Muy malo las piezas no encajan no se pudo utilizar no llego con instructivo de armado ni recerario,negative
12204,COMPR COMPR VEND DUR SIQU IMPRIM RESPOND HAC CARG,[0 1],"NO COMPREN No compren, te venden productos malos. No me duró ni siquiera imprimir una vez el negro, y no te responden y ni se hacen cargo.",negative
12205,NOT DIFERENT ROSTR,[0 1],Malo No he notado diferencias en mi rostro,negative
